region,category,parameter,mode,powertrain,year,unit,value,percentage
Switzerland,Historical,EV sales,Cars,FCEV,2015,Vehicles,20.999.999.716.878,"2099999971687800,00%"
Switzerland,Historical,EV stock,Cars,PHEV,2015,Vehicles,170.000.001.788.139,"17000000178813900,00%"
Switzerland,Historical,EV sales,Cars,PHEV,2015,Vehicles,350,"35000,00%"
Switzerland,Historical,EV stock,Cars,FCEV,2015,Vehicles,410,"41000,00%"
Switzerland,Historical,EV stock share,Vans,EV,2015,percent,1200,"120000,00%"
Switzerland,Historical,EV sales share,Vans,EV,2015,percent,10000,"1000000,00%"
Switzerland,Historical,EV sales share,Cars,EV,2015,percent,110000,"11000000,00%"
Switzerland,Historical,EV stock share,Cars,EV,2015,percent,590000,"59000000,00%"
Switzerland,Historical,EV stock share,Buses,EV,2015,percent,6.000.000.052.154,"600000005215400,00%"
Switzerland,Historical,EV stock share,Buses,EV,2016,percent,7.000.000.216.067,"700000021606700,00%"
Switzerland,Historical,EV sales share,Buses,EV,2016,percent,20.999.999.716.878,"2099999971687800,00%"
Switzerland,Historical,EV stock share,Cars,EV,2016,percent,170.000.001.788.139,"17000000178813900,00%"
Switzerland,Historical,EV sales share,Cars,EV,2016,percent,350,"35000,00%"
Switzerland,Historical,EV sales share,Vans,EV,2016,percent,410,"41000,00%"
Switzerland,Historical,EV stock share,Vans,EV,2016,percent,1200,"120000,00%"
Switzerland,Historical,EV stock,Cars,FCEV,2016,Vehicles,10000,"1000000,00%"
Switzerland,Historical,EV sales,Cars,PHEV,2016,Vehicles,6.000.000.052.154,"600000005215400,00%"
Switzerland,Historical,EV stock,Cars,PHEV,2016,Vehicles,7.000.000.216.067,"700000021606700,00%"
Switzerland,Historical,EV sales,Cars,FCEV,2016,Vehicles,20.999.999.716.878,"2099999971687800,00%"
Switzerland,Historical,EV stock,Cars,BEV,2016,Vehicles,170.000.001.788.139,"17000000178813900,00%"
Switzerland,Historical,EV sales,Cars,BEV,2016,Vehicles,350,"35000,00%"
Switzerland,Historical,EV stock,Vans,BEV,2016,Vehicles,410,"41000,00%"
Switzerland,Historical,EV stock,Buses,PHEV,2016,Vehicles,1200,"120000,00%"
Switzerland,Historical,EV sales,Vans,BEV,2016,Vehicles,10000,"1000000,00%"
Switzerland,Historical,EV sales,Buses,FCEV,2016,Vehicles,239.999.994.635.582,"23999999463558200,00%"
Switzerland,Historical,EV stock,Buses,FCEV,2016,Vehicles,160.000.002.384.186,"16000000238418600,00%"
Switzerland,Historical,EV sales,Buses,BEV,2016,Vehicles,379.999.995.231.628,"37999999523162800,00%"
Switzerland,Historical,EV stock,Buses,BEV,2016,Vehicles,590000,"59000000,00%"
Switzerland,Historical,EV charging points,EV,Publicly available slow,2016,charging points,110000,"11000000,00%"
Switzerland,Historical,EV charging points,EV,Publicly available fast,2016,charging points,239.999.994.635.582,"23999999463558200,00%"
Switzerland,Historical,EV charging points,EV,Publicly available fast,2017,charging points,160.000.002.384.186,"16000000238418600,00%"
Switzerland,Historical,EV charging points,EV,Publicly available slow,2017,charging points,21,"2100,00%"
Switzerland,Historical,EV stock,Buses,BEV,2017,Vehicles,110.000.002.384.186,"11000000238418600,00%"
Switzerland,Historical,EV sales,Buses,BEV,2017,Vehicles,719.999.980.926.514,"71999998092651400,00%"
Switzerland,Historical,EV stock,Buses,FCEV,2017,Vehicles,160.000.002.384.186,"16000000238418600,00%"
Switzerland,Historical,EV sales,Vans,BEV,2017,Vehicles,379.999.995.231.628,"37999999523162800,00%"
Switzerland,Historical,EV stock,Buses,PHEV,2017,Vehicles,14,"1400,00%"
Switzerland,Historical,EV stock,Vans,BEV,2017,Vehicles,21,"2100,00%"
Switzerland,Historical,EV sales,Cars,BEV,2017,Vehicles,14,"1400,00%"
Switzerland,Historical,EV stock,Cars,BEV,2017,Vehicles,110.000.002.384.186,"11000000238418600,00%"
Switzerland,Historical,EV sales,Cars,FCEV,2017,Vehicles,719.999.980.926.514,"71999998092651400,00%"
Switzerland,Historical,EV stock,Cars,PHEV,2017,Vehicles,160.000.002.384.186,"16000000238418600,00%"
Switzerland,Historical,EV sales,Cars,PHEV,2017,Vehicles,160.000.002.384.186,"16000000238418600,00%"
Switzerland,Historical,EV stock,Cars,FCEV,2017,Vehicles,239.999.994.635.582,"23999999463558200,00%"
Switzerland,Historical,EV stock share,Vans,EV,2017,percent,379.999.995.231.628,"37999999523162800,00%"
Switzerland,Historical,EV sales share,Vans,EV,2017,percent,21,"2100,00%"
Switzerland,Historical,EV sales share,Cars,EV,2017,percent,110.000.002.384.186,"11000000238418600,00%"
Switzerland,Historical,EV stock share,Cars,EV,2017,percent,719.999.980.926.514,"71999998092651400,00%"
Switzerland,Historical,EV sales share,Buses,EV,2017,percent,14,"1400,00%"
Switzerland,Historical,EV stock share,Buses,EV,2017,percent,160.000.002.384.186,"16000000238418600,00%"
Switzerland,Historical,EV stock share,Buses,EV,2018,percent,38,"3800,00%"
Switzerland,Historical,EV sales share,Buses,EV,2018,percent,100,"10000,00%"
Switzerland,Historical,EV stock share,Cars,EV,2018,percent,150,"15000,00%"
Switzerland,Historical,EV sales share,Cars,EV,2018,percent,19,"1900,00%"
Switzerland,Historical,EV sales share,Vans,EV,2018,percent,18000,"1800000,00%"
Switzerland,Historical,EV stock share,Vans,EV,2018,percent,11000,"1100000,00%"
Switzerland,Historical,EV stock,Cars,FCEV,2018,Vehicles,4500000,"450000000,00%"
Switzerland,Historical,EV sales,Cars,PHEV,2018,Vehicles,1100000,"110000000,00%"
Switzerland,Historical,EV stock,Cars,PHEV,2018,Vehicles,5500,"550000,00%"
Switzerland,Historical,EV sales,Cars,FCEV,2018,Vehicles,820,"82000,00%"
Switzerland,Historical,EV stock,Cars,BEV,2018,Vehicles,1200,"120000,00%"
Switzerland,Historical,EV sales,Cars,BEV,2018,Vehicles,160,"16000,00%"
Switzerland,Historical,EV stock,Vans,BEV,2018,Vehicles,560,"56000,00%"
Switzerland,Historical,EV stock,Buses,PHEV,2018,Vehicles,210,"21000,00%"
Switzerland,Historical,EV sales,Vans,BEV,2018,Vehicles,22000,"2200000,00%"
Switzerland,Historical,EV stock,Buses,FCEV,2018,Vehicles,8300,"830000,00%"
Switzerland,Historical,EV sales,Buses,FCEV,2018,Vehicles,6700000,"670000000,00%"
Switzerland,Historical,EV sales,Buses,BEV,2018,Vehicles,2200000,"220000000,00%"
Switzerland,Historical,EV stock,Buses,BEV,2018,Vehicles,12000,"1200000,00%"
Switzerland,Historical,EV charging points,EV,Publicly available fast,2018,charging points,2400,"240000,00%"
Switzerland,Historical,EV charging points,EV,Publicly available slow,2018,charging points,420000,"42000000,00%"
Switzerland,Historical,EV charging points,EV,Publicly available fast,2019,charging points,150000,"15000000,00%"
Switzerland,Historical,EV charging points,EV,Publicly available slow,2019,charging points,380,"38000,00%"
Switzerland,Historical,EV stock,Buses,BEV,2019,Vehicles,58,"5800,00%"
Switzerland,Historical,EV sales,Buses,BEV,2019,Vehicles,18000,"1800000,00%"
Switzerland,Historical,EV stock,Buses,FCEV,2019,Vehicles,150,"15000,00%"
Switzerland,Historical,EV sales,Vans,BEV,2019,Vehicles,100,"10000,00%"
Switzerland,Historical,EV stock,Buses,PHEV,2019,Vehicles,38,"3800,00%"
Switzerland,Historical,EV stock,Vans,BEV,2019,Vehicles,19,"1900,00%"
Switzerland,Historical,EV sales,Cars,BEV,2019,Vehicles,1500,"150000,00%"
Switzerland,Historical,EV stock,Cars,BEV,2019,Vehicles,1700,"170000,00%"
Switzerland,Historical,EV sales,Cars,FCEV,2019,Vehicles,4100,"410000,00%"
Switzerland,Historical,EV stock,Cars,PHEV,2019,Vehicles,29000,"2900000,00%"
Switzerland,Historical,EV sales,Trucks,BEV,2019,Vehicles,1500,"150000,00%"
Switzerland,Historical,EV sales,Cars,PHEV,2019,Vehicles,1700,"170000,00%"
Switzerland,Historical,EV stock,Cars,FCEV,2019,Vehicles,4100,"410000,00%"
Switzerland,Historical,EV stock share,Vans,EV,2019,percent,29000,"2900000,00%"
Switzerland,Historical,EV sales share,Vans,EV,2019,percent,11000,"1100000,00%"
Switzerland,Historical,EV sales share,Cars,EV,2019,percent,4500000,"450000000,00%"
Switzerland,Historical,EV stock share,Cars,EV,2019,percent,1100000,"110000000,00%"
Switzerland,Historical,EV sales share,Buses,EV,2019,percent,5500,"550000,00%"
Switzerland,Historical,EV stock share,Buses,EV,2019,percent,820,"82000,00%"
Switzerland,Historical,EV sales share,Trucks,EV,2019,percent,6700000,"670000000,00%"
Switzerland,Historical,EV sales share,Trucks,EV,2020,percent,2200000,"220000000,00%"
Switzerland,Historical,EV stock share,Buses,EV,2020,percent,12000,"1200000,00%"
Switzerland,Historical,EV sales share,Buses,EV,2020,percent,2400,"240000,00%"
Switzerland,Historical,EV stock share,Cars,EV,2020,percent,380,"38000,00%"
Switzerland,Historical,EV sales share,Cars,EV,2020,percent,420000,"42000000,00%"
Switzerland,Historical,EV sales share,Vans,EV,2020,percent,58,"5800,00%"
Switzerland,Historical,EV stock share,Vans,EV,2020,percent,160,"16000,00%"
Switzerland,Historical,EV stock,Cars,FCEV,2020,Vehicles,560,"56000,00%"
Switzerland,Historical,EV sales,Cars,PHEV,2020,Vehicles,1200,"120000,00%"
Switzerland,Historical,EV sales,Trucks,BEV,2020,Vehicles,150000,"15000000,00%"
Switzerland,Historical,EV stock,Cars,PHEV,2020,Vehicles,210,"21000,00%"
Switzerland,Historical,EV stock,Cars,BEV,2020,Vehicles,22000,"2200000,00%"
Switzerland,Historical,EV sales,Cars,BEV,2020,Vehicles,8300,"830000,00%"
Switzerland,Historical,EV sales,Trucks,FCEV,2020,Vehicles,580.000.019.073.486,"58000001907348600,00%"
Switzerland,Historical,EV stock,Vans,BEV,2020,Vehicles,15,"1500,00%"
Switzerland,Historical,EV stock,Buses,PHEV,2020,Vehicles,54,"5400,00%"
Switzerland,Historical,EV sales,Vans,BEV,2020,Vehicles,110.000.002.384.186,"11000000238418600,00%"
Switzerland,Historical,EV stock,Vans,PHEV,2020,Vehicles,189.999.997.615.814,"18999999761581400,00%"
Switzerland,Historical,EV sales,Vans,PHEV,2020,Vehicles,810.000.038.146.973,"81000003814697300,00%"
Switzerland,Historical,EV stock,Buses,FCEV,2020,Vehicles,119.999.997.317.791,"11999999731779100,00%"
Switzerland,Historical,EV sales,Buses,BEV,2020,Vehicles,43,"4300,00%"
Switzerland,Historical,EV stock,Buses,BEV,2020,Vehicles,2800,"280000,00%"
Switzerland,Historical,EV charging points,EV,Publicly available fast,2020,charging points,9300,"930000,00%"
Switzerland,Historical,EV charging points,EV,Publicly available slow,2020,charging points,1600,"160000,00%"
Switzerland,Historical,EV charging points,EV,Publicly available fast,2021,charging points,2,"200,00%"
Switzerland,Historical,EV charging points,EV,Publicly available slow,2021,charging points,14,"1400,00%"
Switzerland,Historical,EV stock,Buses,BEV,2021,Vehicles,3200,"320000,00%"
Switzerland,Historical,EV sales,Buses,BEV,2021,Vehicles,640,"64000,00%"
Switzerland,Historical,EV stock,Buses,FCEV,2021,Vehicles,110,"11000,00%"
Switzerland,Historical,EV sales,Vans,PHEV,2021,Vehicles,140000,"14000000,00%"
Switzerland,Historical,EV stock,Vans,PHEV,2021,Vehicles,76,"7600,00%"
Switzerland,Historical,EV sales,Vans,BEV,2021,Vehicles,110,"11000,00%"
Switzerland,Historical,EV stock,Buses,PHEV,2021,Vehicles,18000,"1800000,00%"
Switzerland,Historical,EV stock,Vans,BEV,2021,Vehicles,290,"29000,00%"
Switzerland,Historical,EV sales,Trucks,FCEV,2021,Vehicles,2,"200,00%"
Switzerland,Historical,EV sales,Cars,BEV,2021,Vehicles,30000,"3000000,00%"
Switzerland,Historical,EV stock,Cars,BEV,2021,Vehicles,84000,"8400000,00%"
Switzerland,Historical,EV sales,Cars,FCEV,2021,Vehicles,619.999.980.926.514,"61999998092651400,00%"
Switzerland,Historical,EV stock,Cars,PHEV,2021,Vehicles,600.000.023.841.858,"60000002384185800,00%"
Switzerland,Historical,EV sales,Trucks,BEV,2021,Vehicles,409.999.990.463.257,"40999999046325700,00%"
Switzerland,Historical,EV sales,Cars,PHEV,2021,Vehicles,25,"2500,00%"
Switzerland,Historical,EV stock,Cars,FCEV,2021,Vehicles,2100,"210000,00%"
Switzerland,Historical,EV stock share,Vans,EV,2021,percent,22,"2200,00%"
Switzerland,Historical,EV sales share,Vans,EV,2021,percent,23,"2300,00%"
Switzerland,Historical,EV sales share,Cars,EV,2021,percent,3,"300,00%"
Switzerland,Historical,EV stock share,Cars,EV,2021,percent,30000,"3000000,00%"
Switzerland,Historical,EV sales share,Buses,EV,2021,percent,81000,"8100000,00%"
Switzerland,Historical,EV stock share,Buses,EV,2021,percent,129.999.995.231.628,"12999999523162800,00%"
Switzerland,Historical,EV sales share,Trucks,EV,2021,percent,759.999.990.463.257,"75999999046325700,00%"
Switzerland,Historical,EV sales share,Trucks,EV,2022,percent,229.999.995.231.628,"22999999523162800,00%"
Switzerland,Historical,EV stock share,Trucks,EV,2022,percent,13,"1300,00%"
Switzerland,Historical,EV stock share,Buses,EV,2022,percent,980000,"98000000,00%"
Switzerland,Historical,EV sales share,Buses,EV,2022,percent,310000,"31000000,00%"
Switzerland,Historical,EV stock share,Cars,EV,2022,percent,310,"31000,00%"
Switzerland,Historical,EV sales share,Cars,EV,2022,percent,890,"89000,00%"
Switzerland,Historical,EV sales share,Vans,EV,2022,percent,1600,"160000,00%"
Switzerland,Historical,EV stock share,Vans,EV,2022,percent,290,"29000,00%"
Switzerland,Historical,EV stock,Cars,FCEV,2022,Vehicles,220,"22000,00%"
Switzerland,Historical,EV sales,Cars,PHEV,2022,Vehicles,3700,"370000,00%"
Switzerland,Historical,EV sales,Trucks,BEV,2022,Vehicles,1,"100,00%"
Switzerland,Historical,EV stock,Cars,PHEV,2022,Vehicles,1,"100,00%"
Switzerland,Historical,EV sales,Cars,FCEV,2022,Vehicles,10,"1000,00%"
Switzerland,Historical,EV stock,Cars,BEV,2022,Vehicles,3200,"320000,00%"
Switzerland,Historical,EV sales,Cars,BEV,2022,Vehicles,590000,"59000000,00%"
Switzerland,Historical,EV stock,Trucks,BEV,2022,Vehicles,160000,"16000000,00%"
Switzerland,Historical,EV stock,Vans,BEV,2022,Vehicles,740,"74000,00%"
Switzerland,Historical,EV stock,Buses,PHEV,2022,Vehicles,20000,"2000000,00%"
Switzerland,Historical,EV sales,Vans,BEV,2022,Vehicles,98000,"9800000,00%"
Switzerland,Historical,EV stock,Vans,PHEV,2022,Vehicles,2200,"220000,00%"
Switzerland,Historical,EV sales,Vans,PHEV,2022,Vehicles,1000000,"100000000,00%"
Switzerland,Historical,EV stock,Vans,FCEV,2022,Vehicles,6100,"610000,00%"
Switzerland,Historical,EV stock,Buses,FCEV,2022,Vehicles,8,"800,00%"
Switzerland,Historical,EV sales,Buses,PHEV,2022,Vehicles,8,"800,00%"
Switzerland,Historical,EV sales,Buses,BEV,2022,Vehicles,4,"400,00%"
Switzerland,Historical,EV stock,Buses,BEV,2022,Vehicles,4,"400,00%"
Switzerland,Historical,EV charging points,EV,Publicly available fast,2022,charging points,229.999.995.231.628,"22999999523162800,00%"
Switzerland,Historical,EV charging points,EV,Publicly available slow,2022,charging points,540.000.009.536.743,"54000000953674300,00%"
Switzerland,Historical,EV charging points,EV,Publicly available fast,2023,charging points,24,"2400,00%"
Switzerland,Historical,EV charging points,EV,Publicly available slow,2023,charging points,649.999.976.158.142,"64999997615814200,00%"
Switzerland,Historical,EV stock,Buses,BEV,2023,Vehicles,279.999.995.231.628,"27999999523162800,00%"
Switzerland,Historical,EV sales,Buses,BEV,2023,Vehicles,969.999.980.926.514,"96999998092651400,00%"
Switzerland,Historical,EV stock,Buses,FCEV,2023,Vehicles,1500000,"150000000,00%"
Switzerland,Historical,EV stock,Vans,PHEV,2023,Vehicles,260,"26000,00%"
Switzerland,Historical,EV sales,Vans,BEV,2023,Vehicles,520000,"52000000,00%"
Switzerland,Historical,EV stock,Buses,PHEV,2023,Vehicles,1600,"160000,00%"
Switzerland,Historical,EV stock,Vans,BEV,2023,Vehicles,379.999.995.231.628,"37999999523162800,00%"
Switzerland,Historical,EV stock,Trucks,BEV,2023,Vehicles,15,"1500,00%"
Switzerland,Historical,EV stock,Trucks,FCEV,2023,Vehicles,2400,"240000,00%"
Switzerland,Historical,EV sales,Cars,BEV,2023,Vehicles,180000,"18000000,00%"
Switzerland,Historical,EV stock,Cars,BEV,2023,Vehicles,2800,"280000,00%"
Switzerland,Historical,EV sales,Cars,FCEV,2023,Vehicles,840,"84000,00%"
Switzerland,Historical,EV stock,Cars,PHEV,2023,Vehicles,21000,"2100000,00%"
Switzerland,Historical,EV sales,Trucks,BEV,2023,Vehicles,87000,"8700000,00%"
Switzerland,Historical,EV sales,Cars,PHEV,2023,Vehicles,360,"36000,00%"
Switzerland,Historical,EV stock,Cars,FCEV,2023,Vehicles,48,"4800,00%"
Switzerland,Historical,EV stock share,Vans,EV,2023,percent,55,"5500,00%"
Switzerland,Historical,EV sales share,Vans,EV,2023,percent,89000,"8900000,00%"
Switzerland,Historical,EV sales share,Cars,EV,2023,percent,140,"14000,00%"
Switzerland,Historical,EV stock share,Cars,EV,2023,percent,25000,"2500000,00%"
Switzerland,Historical,EV sales share,Buses,EV,2023,percent,43,"4300,00%"
Switzerland,Historical,EV stock share,Buses,EV,2023,percent,160,"16000,00%"
Switzerland,Historical,EV stock share,Trucks,EV,2023,percent,5,"500,00%"
Switzerland,Historical,EV sales share,Trucks,EV,2023,percent,330,"33000,00%"
Thailand,Historical,EV charging points,EV,Publicly available fast,2017,charging points,4800,"480000,00%"
Thailand,Historical,EV charging points,EV,Publicly available slow,2017,charging points,910.000.026.226.044,"91000002622604400,00%"
Thailand,Historical,EV charging points,EV,Publicly available fast,2018,charging points,14,"1400,00%"
Thailand,Historical,EV charging points,EV,Publicly available slow,2018,charging points,21000,"2100000,00%"
Thailand,Historical,EV charging points,EV,Publicly available fast,2019,charging points,7000,"700000,00%"
Thailand,Historical,EV charging points,EV,Publicly available slow,2019,charging points,13000,"1300000,00%"
Thailand,Historical,EV charging points,EV,Publicly available fast,2020,charging points,10000,"1000000,00%"
Thailand,Historical,EV charging points,EV,Publicly available slow,2020,charging points,11,"1100,00%"
Thailand,Historical,EV charging points,EV,Publicly available fast,2021,charging points,5500,"550000,00%"
Thailand,Historical,EV charging points,EV,Publicly available slow,2021,charging points,5800,"580000,00%"
Thailand,Historical,EV charging points,EV,Publicly available fast,2022,charging points,160,"16000,00%"
Thailand,Historical,EV charging points,EV,Publicly available slow,2022,charging points,1400,"140000,00%"
Thailand,Historical,EV charging points,EV,Publicly available fast,2023,charging points,10000,"1000000,00%"
Thailand,Historical,EV charging points,EV,Publicly available slow,2023,charging points,71,"7100,00%"
Turkiye,Historical,EV sales,Cars,BEV,2012,Vehicles,18,"1800,00%"
Turkiye,Historical,EV sales share,Cars,EV,2012,percent,22000,"2200000,00%"
Turkiye,Historical,EV sales share,Cars,EV,2013,percent,1,"100,00%"
Turkiye,Historical,EV stock share,Cars,EV,2013,percent,2400,"240000,00%"
Turkiye,Historical,EV stock,Cars,BEV,2013,Vehicles,27,"2700,00%"
Turkiye,Historical,EV sales,Cars,PHEV,2013,Vehicles,22000,"2200000,00%"
Turkiye,Historical,EV charging points,EV,Publicly available fast,2013,charging points,2,"200,00%"
Turkiye,Historical,EV charging points,EV,Publicly available fast,2014,charging points,310.000.002.384.186,"31000000238418600,00%"
Turkiye,Historical,EV sales,Cars,PHEV,2014,Vehicles,86.999.997.496.605,"8699999749660500,00%"
Turkiye,Historical,EV stock,Cars,BEV,2014,Vehicles,61.999.998.986.721,"6199999898672100,00%"
Turkiye,Historical,EV sales,Cars,BEV,2014,Vehicles,439.999.997.615.814,"43999999761581400,00%"
Turkiye,Historical,EV stock share,Cars,EV,2014,percent,680.000.019.073.486,"68000001907348600,00%"
Turkiye,Historical,EV sales share,Cars,EV,2014,percent,390,"39000,00%"
Turkiye,Historical,EV sales share,Cars,EV,2015,percent,270,"27000,00%"
Turkiye,Historical,EV stock share,Cars,EV,2015,percent,150000,"15000000,00%"
Turkiye,Historical,EV stock,Cars,BEV,2015,Vehicles,82000,"8200000,00%"
Turkiye,Historical,EV sales,Cars,PHEV,2015,Vehicles,3,"300,00%"
Turkiye,Historical,EV sales,Cars,BEV,2015,Vehicles,270,"27000,00%"
Turkiye,Historical,EV charging points,EV,Publicly available fast,2015,charging points,390,"39000,00%"
Turkiye,Historical,EV charging points,EV,Publicly available fast,2016,charging points,150000,"15000000,00%"
Turkiye,Historical,EV charging points,EV,Publicly available slow,2016,charging points,3,"300,00%"
